Data,Otwarcie,Zamknięcie,Maks.,Min.,Obrót (mln. zł),Zmiana (%)
2014-08-04,15.43,15.65,15.71,15.43,0.07,0.66
2014-08-01,15.57,15.55,15.57,14.87,0.07,0.3
2014-07-31,15.5,15.5,15.5,15.32,0.04,-0.12
2014-07-30,15.61,15.52,15.61,15.43,0,-0.3
2014-07-29,15.34,15.57,15.76,15.34,0.14,-1.93
2014-07-28,15.99,15.88,15.99,15.88,0.05,1.63
2014-07-25,15.9,15.62,15.9,15.54,0.16,-0.41
2014-07-24,15.74,15.69,15.74,15.69,0.03,-0.35
2014-07-23,15.65,15.74,15.74,15.65,0,0
2014-07-22,15.82,15.74,15.94,15.74,0,-0.29
2014-07-21,15.92,15.79,15.92,15.47,0.03,-2.36
2014-07-18,15.91,16.17,16.17,15.56,0.02,1.54
2014-07-17,15.96,15.92,15.96,15.47,0.03,0.34
2014-07-16,16.17,15.87,16.17,15.61,0.02,-1.19
2014-07-15,16.17,16.06,16.17,15.8,0.01,-0.68
2014-07-14,15.75,16.17,16.17,15.75,0.02,0.4
2014-07-11,16.22,16.1,16.22,15.83,0.02,-0.73
2014-07-10,16.25,16.22,16.25,15.79,0.04,-0.17
2014-07-09,16.26,16.25,16.26,15.83,0.02,-0.06
2014-07-08,16.29,16.26,16.29,16.19,0.04,-0.11
2014-07-07,16.29,16.28,16.29,16.28,0.03,-0.06
2014-07-04,16.29,16.29,16.29,16.29,0,0
2014-07-03,16.29,16.29,16.29,16.29,0,0
2014-07-02,16.24,16.29,16.29,15.79,0.06,1.7
2014-07-01,16.38,16.01,16.38,16.01,0,-2.22
2014-06-30,16.54,16.38,16.54,16.2,0.01,-0.55
2014-06-27,16.56,16.47,16.56,16.47,0,-0.49
2014-06-26,15.98,16.55,16.55,15.98,0.05,-0.05
2014-06-25,16.62,16.56,16.62,16.56,0.01,-0.22
2014-06-24,16.63,16.6,16.63,16.29,0.01,0.22
2014-06-23,16.56,16.56,16.56,16.56,0,-0.27
2014-06-20,16.6,16.6,16.6,16.56,0.01,0.27
2014-06-18,16.55,16.56,16.6,16.55,0.01,0
2014-06-17,16.57,16.56,16.57,16.21,0.03,0.33
2014-06-16,16.56,16.5,16.56,16.01,0.02,-0.38
2014-06-13,16.38,16.57,16.57,16.38,0.01,-0.05
2014-06-12,16.59,16.58,16.59,16.56,0.01,-0.05
2014-06-11,16.65,16.59,16.65,16.38,0.02,-0.38
2014-06-10,16.8,16.65,16.81,16.65,0.05,-0.27
2014-06-09,16.32,16.7,16.7,15.92,0.07,4.14
2014-06-06,16.19,16.03,16.6,16.03,0.21,-0.17
2014-06-05,15.83,16.06,16.06,15.83,0.01,-0.84
2014-06-04,15.65,16.19,16.24,15.65,0.01,-0.28
2014-06-03,16.38,16.24,16.38,15.5,0,-0.5
2014-06-02,16.79,16.32,16.79,16.19,0.02,-2.97
2014-05-30,16.01,16.82,16.82,15.74,0.09,4.46
2014-05-29,16.19,16.1,16.19,16.01,0.01,-1.61
2014-05-28,16.37,16.37,16.37,16.37,0,0.06
2014-05-27,16.38,16.36,16.38,16.15,0.01,-0.39
2014-05-26,16.37,16.42,16.42,16.37,0,0.33
2014-05-23,16.24,16.37,16.37,16.24,0.02,0.28
2014-05-22,15.59,16.32,16.32,15.47,0.06,5.22
2014-05-21,15.57,15.51,15.59,15.15,0.01,-0.41
2014-05-20,15.57,15.58,15.6,15.18,0.03,-1.89
2014-05-19,15.88,15.88,15.88,15.88,0,-0.23
2014-05-16,15.91,15.91,15.92,15.47,0.04,-0.06
2014-05-15,15.47,15.92,15.92,15.47,0.01,2.82
2014-05-14,15.49,15.49,15.49,15.38,0.24,-0.93
2014-05-13,15.82,15.63,15.82,15.47,0.04,-0.12
2014-05-12,16.1,15.65,16.19,15.21,1.01,-2.82
2014-05-09,16.3,16.1,16.3,16.1,0.01,-1.17
2014-05-08,16.32,16.29,16.33,16.29,0.03,-0.17
2014-05-07,16.38,16.32,16.39,16.18,0.12,-0.88
2014-05-06,16.47,16.47,16.65,16.38,0.02,0
2014-05-05,16.74,16.47,16.8,16.47,0.01,0.56
2014-05-02,16.81,16.38,16.81,16.38,0.06,-2.12
2014-04-30,16.88,16.73,16.88,16.38,0.06,-0.54
2014-04-29,16.82,16.82,16.82,16.38,0.03,0
2014-04-28,16.88,16.82,16.88,16.39,0.02,-0.05
2014-04-25,16.72,16.83,16.83,16.38,0.16,-0.22
2014-04-24,16.88,16.87,16.88,16.87,0.02,-0.05
2014-04-23,16.83,16.88,16.92,16.74,0.13,0
2014-04-22,16.64,16.88,16.91,16.42,0.04,3.06
2014-04-17,16.19,16.38,16.56,16.19,0.06,0.56
2014-04-16,16.37,16.29,16.5,16.29,0.06,-0.5
2014-04-15,16.38,16.37,16.53,16.29,0.06,-0.06
2014-04-14,16.73,16.38,16.73,16.24,0.67,-2.7
2014-04-11,17.55,16.83,17.55,16.51,2.54,0
